slug,name,category,borough,neighborhood,address,lat,lng,short_description,hero_image_url,tv0,tv1,tv2,tv3,tv4,tv5,tv6,tv7,tv8,tv9,crowd_level,price_tier,typical_price_usd,typical_duration_minutes,best_time,indoor_outdoor,popularity_seed
new-york-state-pavilion,New York State Pavilion,landmark,queens,Flushing Meadows,"Flushing Meadows, New York, NY",40.744,-73.8446,"Philip Johnson's ruined World's Fair pavilion, its Tent of Tomorrow towers still standing over the park.",https://upload.wikimedia.org/wikipedia/commons/2/24/1964%E2%80%931965_New_York_World%27s_Fair_New_York_State_Pavilion-2.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.9,0.2,0.5,0.2,3,0,,105,morning,outdoor,48
astoria,Astoria,neighborhood,queens,Astoria,"Astoria, New York, NY",40.7644,-73.9235,"A long-standing Greek neighborhood now layered with Egyptian, Bangladeshi and Balkan food along Steinway Street.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/2023-02-12-Newtown_Ave_29th_St.jpg/1920px-2023-02-12-Newtown_Ave_29th_St.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,3,0,,135,morning,outdoor,53
jackson-heights,Jackson Heights,neighborhood,queens,Jackson Heights,"Jackson Heights, New York, NY",40.7557,-73.8831,"Garden apartment blocks and one of the most linguistically diverse square miles on earth, along Roosevelt Avenue.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/74th_St_shopping_Jax_Hts_jeh.jpg/1920px-74th_St_shopping_Jax_Hts_jeh.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,3,0,,165,morning,outdoor,58
flushing-chinatown,Flushing Chinatown,neighborhood,queens,Flushing,"Flushing, New York, NY",40.759,-73.83,"The largest Chinatown outside Manhattan, centred on Main Street, with regional food courts in the basements.",https://upload.wikimedia.org/wikipedia/commons/b/b4/Flushing%2C_Queens%2C_NY%2C_USA_-_panoramio_%281%29.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,4,0,,195,morning,outdoor,63
rockaway-beach,Rockaway Beach,waterfront,queens,Rockaway,"Rockaway, New York, NY",40.5834,-73.8154,"Seven miles of Atlantic surf beach reachable by subway, with the only legal surfing breaks in the city.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Rockaway_Beach_Queens.JPG/1920px-Rockaway_Beach_Queens.JPG,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.8,0.2,1,0,,45,morning,outdoor,18
hunter-s-point-south-park,Hunter's Point South Park,waterfront,queens,Long Island City,"Long Island City, New York, NY",40.7418,-73.9613,"A resilient waterfront park of salt marsh and lawn, designed to flood, facing the United Nations across the river.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/EastRiverHuntersPoint20231024_112902%280%29.jpg/1920px-EastRiverHuntersPoint20231024_112902%280%29.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.8,0.2,2,0,,75,morning,outdoor,21
queens-night-market,Queens Night Market,market,queens,Flushing Meadows,"Flushing Meadows, New York, NY",40.747,-73.8517,"A Saturday evening market behind the Hall of Science, with scores of vendors capped at low fixed prices.",https://upload.wikimedia.org/wikipedia/commons/e/e1/QueensNightMarket_May2019.jpg,0.2,0.2,0.2,0.9,0.2,0.9,0.2,0.2,0.8,0.2,2,1,18.00,105,afternoon,indoor,24
usta-billie-jean-king-national-tennis-center,USTA Billie Jean King National Tennis Center,sports_venue,queens,Flushing,"Flushing, New York, NY",40.75,-73.8458,The largest public tennis facility in the world and the site of the US Open every summer.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/USTA_Billie_Jean_King_National_Tennis_Center_%2848613535076%29.jpg/1920px-USTA_Billie_Jean_King_National_Tennis_Center_%2848613535076%29.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.7,0.2,2,3,54.00,135,afternoon,outdoor,27
sculpturecenter,SculptureCenter,gallery,queens,Long Island City,"Long Island City, New York, NY",40.7476,-73.9502,"A Maya Lin-renovated trolley repair shop in Long Island City, showing emerging sculptors in raw industrial rooms.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/SculptureCenter%27s_New_Building.jpg/1920px-SculptureCenter%27s_New_Building.jpg,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.7,0.2,2,0,,165,morning,indoor,30
bronx-museum-of-the-arts,Bronx Museum of the Arts,museum,bronx,Concourse,"Concourse, New York, NY",40.8306,-73.92,"Contemporary art on the Grand Concourse with a focus on Bronx artists, free to enter every day it opens.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Bronx_Museum_Art_jeh.JPG/1920px-Bronx_Museum_Art_jeh.JPG,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,1,2,36.00,195,afternoon,indoor,18
wave-hill,Wave Hill,garden,bronx,Riverdale,"Riverdale, New York, NY",40.8976,-73.9145,"A public garden and estate above the Hudson, with a pergola looking across to the New Jersey Palisades.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Wave_hill_house%2C_August_2019.jpg/1920px-Wave_hill_house%2C_August_2019.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.8,0.9,2,0,,45,morning,outdoor,21
new-york-botanical-garden,New York Botanical Garden,garden,bronx,Bedford Park,"Bedford Park, New York, NY",40.8623,-73.877,"250 acres holding a Victorian glasshouse, a fifty-acre old-growth forest and the country's largest herbarium.",https://upload.wikimedia.org/wikipedia/commons/8/8a/The_New_York_Botanical_Garden_Visitor_Center.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.8,0.9,2,0,,75,morning,outdoor,24
bronx-zoo,Bronx Zoo,tour_experience,bronx,Belmont,"Belmont, New York, NY",40.8506,-73.877,"The largest metropolitan zoo in the country, with the Congo Gorilla Forest and a monorail through Wild Asia.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Bronx_Zoo_001.jpg/1920px-Bronx_Zoo_001.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7,0.9,2,2,36.00,105,afternoon,outdoor,27
van-cortlandt-park,Van Cortlandt Park,park,bronx,Van Cortlandt Village,"Van Cortlandt Village, New York, NY",40.8976,-73.886,"Over a thousand acres of forest, freshwater lake and the oldest public golf course in the United States.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Entrance_To_Van_Cortlandt_Park_2012.jpg/1920px-Entrance_To_Van_Cortlandt_Park_2012.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.7,0.9,2,0,,135,morning,outdoor,30
pelham-bay-park,Pelham Bay Park,park,bronx,Pelham Bay,"Pelham Bay, New York, NY",40.8671,-73.806,"The city's largest park at three times the size of Central Park, with salt marsh, woodland and a public beach.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Pelhambay1.jpg/1920px-Pelhambay1.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.8,0.9,1,0,,165,morning,outdoor,18
bronx-documentary-center,Bronx Documentary Center,gallery,bronx,Melrose,"Melrose, New York, NY",40.818,-73.92,A nonprofit gallery in Melrose showing documentary photography and running free classes for local students.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/City_Island_and_Hart_Island%2C_Bronx_NY.jpg/1920px-City_Island_and_Hart_Island%2C_Bronx_NY.jpg,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,2,0,,195,morning,indoor,21
edgar-allan-poe-cottage,Edgar Allan Poe Cottage,historic_site,bronx,Fordham,"Fordham, New York, NY",40.8654,-73.8946,"The small wooden cottage where Poe spent his last years and wrote Annabel Lee, kept in Poe Park.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Edgar_Allan_Poe%27s_house_in_the_Bronx.jpg/1920px-Edgar_Allan_Poe%27s_house_in_the_Bronx.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,2,0,,45,morning,outdoor,24
bartow-pell-mansion-museum,Bartow-Pell Mansion Museum,historic_site,bronx,Pelham Bay,"Pelham Bay, New York, NY",40.8724,-73.8047,"An 1842 Greek Revival country house in Pelham Bay Park, with a walled terrace garden running down to the sound.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Bartow-pell-mansion.jpg/1920px-Bartow-pell-mansion.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7,0.2,2,0,,75,morning,outdoor,27
woodlawn-cemetery,Woodlawn Cemetery,historic_site,bronx,Woodlawn,"Woodlawn, New York, NY",40.889,-73.873,"A National Historic Landmark burial ground where Duke Ellington, Miles Davis and Herman Melville are buried.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Woodlawn_north_gate_jeh.JPG/1920px-Woodlawn_north_gate_jeh.JPG,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7,0.2,2,0,,105,morning,outdoor,30
yankee-stadium,Yankee Stadium,sports_venue,bronx,Concourse,"Concourse, New York, NY",40.8296,-73.9262,"The 2009 stadium beside the original site, with Monument Park behind centre field honouring retired numbers.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Yankee_Stadium_overhead_2010.jpg/1920px-Yankee_Stadium_overhead_2010.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.8,0.2,1,3,54.00,135,afternoon,outdoor,18
orchard-beach,Orchard Beach,waterfront,bronx,Pelham Bay,"Pelham Bay, New York, NY",40.8676,-73.792,"A mile-long crescent of sand built by Robert Moses in Pelham Bay Park, with a colonnaded bathhouse behind it.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Orchardbeachny2.jpg/1920px-Orchardbeachny2.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.8,0.2,2,0,,165,morning,outdoor,21
city-island,City Island,neighborhood,bronx,City Island,"City Island, New York, NY",40.8465,-73.787,"A former shipbuilding village a mile and a half long, reached by one bridge and lined with seafood houses.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/City_Island_and_Hart_Island%2C_Bronx_NY.jpg/1920px-City_Island_and_Hart_Island%2C_Bronx_NY.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,2,0,,195,morning,outdoor,24
arthur-avenue-retail-market,Arthur Avenue Retail Market,market,bronx,Belmont,"Belmont, New York, NY",40.8546,-73.8869,"An indoor market built in 1940 at the centre of the Belmont Italian quarter, with butchers, bakers and cheese stalls.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Arthur_Avenue_between_184th_and_186th_Street_in_the_Bronx%2C_New_York_City_001_crop.jpg/1920px-Arthur_Avenue_between_184th_and_186th_Street_in_the_Bronx%2C_New_York_City_001_crop.jpg,0.2,0.2,0.2,0.9,0.2,0.9,0.2,0.2,0.7,0.2,2,1,18.00,45,afternoon,indoor,27
the-high-bridge,The High Bridge,bridge,bronx,Highbridge,"Highbridge, New York, NY",40.842,-73.9297,"The oldest surviving bridge in the city, an 1848 aqueduct span reopened as a footpath over the Harlem River.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Hi_Bridge_%26_tower_from_Wash_Br_ramp_in_Bronx_jeh.jpg/1920px-Hi_Bridge_%26_tower_from_Wash_Br_ramp_in_Bronx_jeh.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.7,0.2,2,0,,75,morning,outdoor,30
staten-island-museum,Staten Island Museum,museum,staten_island,St. George,"St. George, New York, NY",40.6432,-74.1015,"The borough's museum of art, natural history and archives, now housed in a restored building at Snug Harbor.",https://upload.wikimedia.org/wikipedia/commons/4/46/SIMuseumEntrance.JPG,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,1,2,36.00,105,afternoon,indoor,18
national-lighthouse-museum,National Lighthouse Museum,museum,staten_island,St. George,"St. George, New York, NY",40.6398,-74.0725,"On the site of the former Lighthouse Depot at St George, telling the story of American lighthouse keeping.",https://upload.wikimedia.org/wikipedia/commons/5/5e/National_Lighthouse_Museum_Educational_Resource_Center.jpg,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,2,2,36.00,135,afternoon,indoor,21
snug-harbor-cultural-center,Snug Harbor Cultural Center,garden,staten_island,Livingston,"Livingston, New York, NY",40.6437,-74.102,"Eighty-three acres of Greek Revival buildings and botanical gardens, including a walled Chinese scholar's garden.",https://upload.wikimedia.org/wikipedia/commons/6/64/Sailors-snug-harbor.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.8,0.9,2,0,,165,morning,outdoor,24
staten-island-greenbelt,Staten Island Greenbelt,park,staten_island,New Springville,"New Springville, New York, NY",40.586,-74.137,"Two thousand eight hundred acres of connected woodland and wetland, with thirty-five miles of marked trail.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/The_Greenbelt%2C_a_series_of_parks_and_trails_in_central_Staten_Island%2C_NY_.jpg/1920px-The_Greenbelt%2C_a_series_of_parks_and_trails_in_central_Staten_Island%2C_NY_.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.7,0.9,2,0,,195,morning,outdoor,27
conference-house-park,Conference House Park,historic_site,staten_island,Tottenville,"Tottenville, New York, NY",40.499,-74.252,"The southernmost point of New York State, with a 1680 manor house where a failed 1776 peace conference was held.",https://upload.wikimedia.org/wikipedia/commons/7/7b/Conference-house-staten-island.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7,0.2,2,0,,45,morning,outdoor,30
alice-austen-house,Alice Austen House,historic_site,staten_island,Rosebank,"Rosebank, New York, NY",40.6152,-74.063,"The waterfront cottage of a pioneering woman photographer, looking across the Narrows to Brooklyn.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Clear_Comfort_01.jpg/1920px-Clear_Comfort_01.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,1,0,,75,morning,outdoor,18
fort-wadsworth,Fort Wadsworth,historic_site,staten_island,Rosebank,"Rosebank, New York, NY",40.603,-74.057,"One of the oldest military sites in the country, under the Verrazzano approach, with batteries open to walk through.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Fort_Wadsworth_01.jpg/1920px-Fort_Wadsworth_01.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,2,0,,105,morning,outdoor,21
st-george,St. George,neighborhood,staten_island,St. George,"St. George, New York, NY",40.6437,-74.0765,"The ferry landing neighborhood, with a ballpark, a courthouse district and the best free harbour view in the city.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Hotel_St._George_%2855268723105%29.jpg/1920px-Hotel_St._George_%2855268723105%29.jpg,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.2,2,0,,135,morning,outdoor,24
south-beach,South Beach,waterfront,staten_island,South Beach,"South Beach, New York, NY",40.596,-74.067,"Two and a half miles of Atlantic boardwalk named for FDR, facing Brooklyn across the Lower Bay.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/F_Capodanno_Bl_South_Beach_td_04.jpg/1920px-F_Capodanno_Bl_South_Beach_td_04.jpg,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.7,0.2,2,0,,165,morning,outdoor,27
staten-island-ferry,Staten Island Ferry,tour_experience,staten_island,St. George,"St. George, New York, NY",40.6437,-74.0724,"A free twenty-five minute crossing running around the clock, passing close by the Statue of Liberty each way.",https://upload.wikimedia.org/wikipedia/commons/0/06/Spirit_of_America_-_Staten_Island_Ferry.jpg,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7,0.9,2,2,36.00,195,afternoon,outdoor,30
